age_group,education,gender,nationality,electoral_district,unit,EKRE,Eesti 200,Hard to say,Isamaa,Keskerakond,Mitte ükski erakond,Other,Parempoolsed,Reformierakond,Rohelised,SDE
45-54,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Male,Other,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,0,1,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,1,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,0,1,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,1,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,1,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,1,0,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,1,0,0,0,0,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,0,0,0,1,0,0
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,0,0,1
45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0
45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,0,0,0,0,0,0,0,0
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,0,0,0,0,0,0
